,Assassin,Gunner,Kamikaze,Duelist,Battle Medic,Sweeper,Sniper,Mage,Cannon,Druid,Skirmisher,Hazard,Gladiator,Team Support,Harasser,Wall,Tank,Lead,Healer,Ambulance,Flyer,ENT
929,0.035,0.33,0.095,0.345,0.01,0.005,0.03,1.275,0.035,1.025,0.01,0.03,0.855,0.01,0.02,0.755,0.035,0.09,0.005,0.005,0.0,2.0179714243963707
930,0.03,0.425,0.14,0.385,0.0,0.0,0.02,1.105,0.04,1.025,0.015,0.065,0.87,0.03,0.015,0.785,0.005,0.04,0.0,0.005,0.0,2.026384591029909
931,0.055,0.46,0.155,0.46,0.0,0.0,0.015,1.045,0.04,1.02,0.02,0.05,0.78,0.015,0.015,0.81,0.01,0.045,0.005,0.0,0.0,2.053247861758835
932,0.07,0.5,0.175,0.495,0.01,0.01,0.025,0.995,0.02,1.015,0.005,0.04,0.645,0.02,0.02,0.85,0.035,0.055,0.015,0.0,0.0,2.1116025032649426
933,0.075,0.455,0.15,0.48,0.025,0.01,0.01,1.085,0.05,0.99,0.015,0.045,0.645,0.025,0.0,0.865,0.01,0.06,0.0,0.005,0.0,2.087314268238097
934,0.055,0.42,0.14,0.465,0.02,0.0,0.01,1.235,0.075,0.95,0.005,0.05,0.65,0.005,0.0,0.865,0.01,0.045,0.0,0.0,0.0,2.0205645321561954
935,0.03,0.37,0.17,0.46,0.005,0.0,0.01,1.245,0.075,0.96,0.02,0.035,0.65,0.025,0.01,0.89,0.015,0.025,0.005,0.0,0.0,2.022231158966951
936,0.02,0.39,0.19,0.455,0.02,0.005,0.015,1.25,0.05,0.895,0.015,0.025,0.705,0.01,0.005,0.88,0.03,0.03,0.005,0.005,0.0,2.030885407851685
937,0.01,0.385,0.2,0.385,0.01,0.01,0.01,1.265,0.025,0.86,0.02,0.035,0.785,0.02,0.005,0.94,0.02,0.015,0.0,0.0,0.0,1.980510687490941
938,0.005,0.425,0.175,0.315,0.005,0.005,0.015,1.205,0.03,0.815,0.025,0.05,0.9,0.015,0.015,0.965,0.01,0.015,0.0,0.01,0.0,1.9843469354502974
939,0.0,0.43,0.145,0.27,0.01,0.01,0.01,1.24,0.05,0.755,0.015,0.055,1.005,0.015,0.015,0.93,0.01,0.025,0.0,0.01,0.0,1.9744630707852533
940,0.01,0.43,0.11,0.215,0.01,0.015,0.025,1.2,0.055,0.76,0.02,0.045,1.09,0.02,0.025,0.955,0.005,0.01,0.0,0.0,0.0,1.958168220180518
941,0.01,0.52,0.1,0.115,0.005,0.01,0.01,1.16,0.04,0.81,0.0,0.035,1.1,0.01,0.035,0.97,0.04,0.025,0.0,0.005,0.0,1.9222052196836472
942,0.02,0.505,0.09,0.1,0.01,0.005,0.025,1.095,0.065,0.81,0.01,0.025,1.105,0.015,0.035,1.01,0.025,0.04,0.01,0.0,0.0,1.9592827115158518
943,0.025,0.55,0.13,0.13,0.005,0.01,0.0,1.01,0.05,0.89,0.015,0.025,1.01,0.01,0.045,1.02,0.04,0.035,0.0,0.0,0.0,1.9742667381061787
944,0.05,0.57,0.19,0.11,0.02,0.01,0.005,0.945,0.05,0.92,0.01,0.03,1.015,0.0,0.03,1.015,0.01,0.01,0.0,0.01,0.0,1.9741679903436915
945,0.06,0.555,0.325,0.145,0.02,0.025,0.01,0.825,0.035,0.96,0.01,0.03,0.96,0.005,0.045,0.96,0.005,0.02,0.005,0.0,0.0,2.049336375516439
946,0.105,0.68,0.415,0.075,0.02,0.02,0.0,0.65,0.055,0.96,0.015,0.055,0.87,0.01,0.05,0.97,0.02,0.02,0.0,0.005,0.005,2.10381363701947
947,0.135,0.73,0.49,0.06,0.01,0.03,0.0,0.525,0.055,0.905,0.005,0.075,0.845,0.01,0.045,1.02,0.02,0.025,0.005,0.01,0.0,2.1152978340128383
948,0.125,0.725,0.65,0.07,0.01,0.015,0.0,0.415,0.075,0.92,0.005,0.045,0.825,0.01,0.05,0.995,0.03,0.035,0.0,0.0,0.0,2.09990811778517
949,0.12,0.73,0.68,0.085,0.01,0.05,0.005,0.405,0.095,0.87,0.01,0.055,0.77,0.02,0.04,0.97,0.02,0.055,0.01,0.0,0.0,2.1726998839121063
950,0.135,0.69,0.74,0.15,0.015,0.015,0.015,0.41,0.09,0.865,0.01,0.04,0.75,0.0,0.045,0.95,0.025,0.04,0.01,0.005,0.0,2.1700029787451998
951,0.08,0.67,0.705,0.17,0.01,0.025,0.015,0.505,0.075,0.815,0.01,0.035,0.795,0.005,0.045,0.98,0.015,0.025,0.02,0.0,0.0,2.1475162632789244
952,0.06,0.645,0.67,0.175,0.015,0.005,0.005,0.635,0.095,0.775,0.01,0.03,0.785,0.025,0.01,0.975,0.03,0.04,0.015,0.0,0.0,2.139772286629378
953,0.025,0.6,0.63,0.215,0.025,0.0,0.0,0.785,0.105,0.75,0.0,0.01,0.79,0.015,0.005,0.995,0.02,0.025,0.005,0.0,0.0,2.0651657351547175
954,0.01,0.59,0.595,0.175,0.02,0.0,0.01,0.835,0.12,0.685,0.005,0.005,0.85,0.03,0.015,1.005,0.03,0.02,0.0,0.0,0.0,2.068936055096027
955,0.0,0.585,0.575,0.24,0.035,0.01,0.01,0.915,0.1,0.62,0.005,0.015,0.91,0.02,0.01,0.905,0.005,0.03,0.005,0.005,0.0,2.082701554789672
956,0.005,0.585,0.51,0.155,0.005,0.03,0.02,1.025,0.08,0.535,0.005,0.01,0.93,0.03,0.025,0.99,0.03,0.025,0.0,0.005,0.0,2.0624656729859114
957,0.015,0.605,0.4,0.115,0.01,0.01,0.015,1.13,0.11,0.475,0.005,0.005,1.06,0.0,0.005,0.985,0.025,0.025,0.005,0.0,0.0,1.97727791034274
958,0.005,0.605,0.4,0.08,0.01,0.005,0.02,1.09,0.125,0.515,0.0,0.02,0.975,0.02,0.01,1.105,0.01,0.0,0.005,0.0,0.0,1.9588488811656533
959,0.0,0.495,0.43,0.07,0.01,0.01,0.015,1.155,0.085,0.58,0.005,0.015,0.925,0.005,0.02,1.135,0.015,0.02,0.005,0.005,0.0,1.9550582277615896
960,0.0,0.525,0.405,0.075,0.005,0.005,0.015,1.13,0.12,0.605,0.0,0.01,0.94,0.01,0.015,1.1,0.015,0.02,0.005,0.0,0.0,1.9516590239152216
961,0.01,0.51,0.445,0.045,0.005,0.015,0.01,1.035,0.1,0.69,0.005,0.015,0.895,0.01,0.02,1.14,0.025,0.025,0.0,0.0,0.0,1.9741729736649534
962,0.005,0.525,0.435,0.065,0.005,0.01,0.035,0.99,0.1,0.76,0.015,0.025,0.77,0.01,0.01,1.205,0.025,0.005,0.005,0.0,0.0,1.9918925056683783
963,0.015,0.655,0.455,0.065,0.01,0.015,0.04,0.75,0.105,0.82,0.015,0.03,0.735,0.05,0.0,1.205,0.015,0.01,0.005,0.005,0.0,2.0515659859402273
964,0.045,0.79,0.445,0.055,0.005,0.005,0.03,0.62,0.155,0.83,0.005,0.04,0.695,0.01,0.005,1.23,0.015,0.005,0.005,0.01,0.0,2.0358083180380793
965,0.035,0.99,0.39,0.045,0.015,0.005,0.02,0.535,0.165,0.81,0.005,0.03,0.665,0.01,0.0,1.215,0.04,0.02,0.0,0.005,0.0,2.019501745009817
966,0.05,1.255,0.265,0.045,0.02,0.005,0.025,0.355,0.16,0.805,0.015,0.05,0.56,0.02,0.0,1.33,0.015,0.01,0.005,0.01,0.0,1.9707707752375068
967,0.045,1.295,0.28,0.055,0.02,0.015,0.025,0.255,0.15,0.925,0.01,0.07,0.465,0.015,0.01,1.325,0.035,0.005,0.0,0.0,0.0,1.9549554308971844
968,0.06,1.22,0.295,0.085,0.005,0.005,0.025,0.215,0.13,1.03,0.005,0.125,0.44,0.01,0.015,1.295,0.01,0.005,0.01,0.015,0.0,1.9714096607862057
969,0.05,0.925,0.47,0.08,0.01,0.005,0.015,0.175,0.145,1.145,0.025,0.215,0.47,0.025,0.015,1.165,0.015,0.02,0.01,0.02,0.0,2.082383263765267
970,0.04,0.72,0.6,0.06,0.015,0.025,0.01,0.18,0.135,1.275,0.03,0.3,0.565,0.01,0.0,1.0,0.015,0.015,0.005,0.0,0.0,2.069155445141298
971,0.04,0.515,0.77,0.02,0.0,0.0,0.02,0.155,0.125,1.38,0.005,0.34,0.7,0.03,0.01,0.825,0.025,0.025,0.015,0.0,0.0,2.0360409338240024
972,0.035,0.47,0.775,0.03,0.025,0.0,0.005,0.185,0.125,1.395,0.015,0.26,0.855,0.035,0.01,0.72,0.02,0.025,0.01,0.005,0.0,2.0477271930822307
973,0.005,0.525,0.77,0.025,0.01,0.01,0.02,0.2,0.14,1.355,0.005,0.26,0.915,0.04,0.015,0.68,0.01,0.01,0.005,0.0,0.0,2.0183770190891464
974,0.0,0.645,0.715,0.015,0.005,0.005,0.025,0.225,0.19,1.205,0.005,0.27,0.865,0.05,0.0,0.72,0.025,0.025,0.005,0.005,0.0,2.066747593627813
975,0.01,0.785,0.66,0.01,0.0,0.0,0.025,0.255,0.225,1.07,0.01,0.19,0.95,0.03,0.01,0.68,0.05,0.03,0.01,0.0,0.0,2.0864635090691257
976,0.0,0.93,0.6,0.01,0.01,0.005,0.025,0.275,0.235,0.975,0.015,0.17,0.96,0.025,0.015,0.67,0.03,0.04,0.01,0.0,0.0,2.091795284601325
977,0.005,0.965,0.58,0.025,0.01,0.01,0.02,0.285,0.24,0.915,0.01,0.085,1.035,0.03,0.02,0.68,0.06,0.025,0.0,0.0,0.0,2.0789605383705534
978,0.01,0.905,0.595,0.025,0.01,0.01,0.04,0.255,0.23,0.965,0.01,0.11,1.115,0.015,0.015,0.63,0.04,0.005,0.005,0.01,0.0,2.0677566436246373
979,0.02,1.04,0.5,0.055,0.02,0.025,0.045,0.27,0.24,0.845,0.005,0.055,1.165,0.01,0.015,0.605,0.06,0.01,0.0,0.015,0.0,2.0876226503469675
980,0.03,1.15,0.48,0.07,0.01,0.02,0.03,0.23,0.235,0.795,0.005,0.04,1.15,0.005,0.01,0.665,0.05,0.015,0.005,0.005,0.0,2.0448918242297207
981,0.035,1.36,0.385,0.055,0.015,0.0,0.025,0.235,0.28,0.63,0.02,0.015,1.11,0.0,0.01,0.725,0.055,0.035,0.0,0.01,0.0,2.0087821082535986
982,0.06,1.515,0.335,0.08,0.005,0.0,0.04,0.245,0.27,0.51,0.005,0.025,0.985,0.005,0.0,0.81,0.055,0.05,0.005,0.0,0.0,2.0036808122880627
983,0.025,1.415,0.4,0.07,0.02,0.005,0.045,0.285,0.225,0.57,0.025,0.02,0.97,0.005,0.005,0.785,0.045,0.075,0.01,0.0,0.0,2.056367618056396
984,0.025,1.155,0.48,0.075,0.005,0.01,0.05,0.33,0.235,0.67,0.0,0.02,1.03,0.015,0.0,0.785,0.045,0.06,0.005,0.005,0.0,2.075706592639084
985,0.015,0.99,0.55,0.075,0.015,0.0,0.07,0.29,0.185,0.83,0.01,0.025,1.155,0.015,0.005,0.7,0.03,0.035,0.0,0.005,0.0,2.055637028113696
986,0.03,0.88,0.575,0.045,0.005,0.015,0.065,0.33,0.16,0.905,0.005,0.015,1.26,0.02,0.02,0.595,0.035,0.03,0.0,0.01,0.0,2.0542921803388112
987,0.035,0.76,0.65,0.04,0.005,0.02,0.055,0.29,0.135,1.03,0.0,0.025,1.34,0.02,0.02,0.5,0.04,0.02,0.005,0.01,0.0,2.025525173701841
988,0.06,0.52,0.765,0.08,0.01,0.005,0.03,0.34,0.055,1.205,0.0,0.01,1.42,0.015,0.01,0.375,0.055,0.02,0.01,0.015,0.0,1.9628321656309706
989,0.06,0.485,0.785,0.085,0.015,0.005,0.035,0.28,0.045,1.295,0.005,0.02,1.48,0.01,0.015,0.28,0.05,0.03,0.015,0.005,0.0,1.9337981777704405
990,0.03,0.42,0.81,0.095,0.015,0.01,0.035,0.22,0.065,1.39,0.025,0.0,1.55,0.01,0.025,0.215,0.04,0.045,0.0,0.0,0.0,1.8680900625279118
991,0.035,0.355,0.845,0.1,0.02,0.005,0.025,0.195,0.08,1.5,0.015,0.005,1.605,0.01,0.01,0.105,0.045,0.035,0.0,0.01,0.0,1.7952299913116305
992,0.055,0.455,0.79,0.125,0.005,0.01,0.02,0.2,0.09,1.405,0.0,0.0,1.63,0.025,0.005,0.105,0.05,0.03,0.0,0.0,0.0,1.8073501865280677
993,0.06,0.45,0.785,0.12,0.015,0.005,0.025,0.175,0.09,1.42,0.005,0.015,1.565,0.02,0.035,0.14,0.025,0.035,0.015,0.0,0.0,1.8714439538772982
994,0.085,0.515,0.725,0.11,0.005,0.015,0.01,0.115,0.08,1.44,0.015,0.01,1.615,0.01,0.015,0.135,0.01,0.05,0.025,0.015,0.0,1.840202973735661
995,0.075,0.55,0.73,0.16,0.015,0.0,0.005,0.125,0.075,1.42,0.005,0.03,1.54,0.02,0.015,0.155,0.02,0.05,0.005,0.005,0.0,1.863387464932233
996,0.075,0.595,0.74,0.165,0.005,0.01,0.0,0.095,0.055,1.42,0.015,0.03,1.495,0.02,0.03,0.165,0.005,0.07,0.0,0.01,0.0,1.8669378947468396
997,0.09,0.675,0.71,0.19,0.01,0.01,0.005,0.09,0.08,1.365,0.01,0.03,1.4,0.03,0.02,0.22,0.005,0.06,0.0,0.0,0.0,1.91851737798255
998,0.135,0.805,0.635,0.205,0.015,0.015,0.03,0.105,0.1,1.22,0.005,0.05,1.265,0.01,0.02,0.23,0.015,0.115,0.01,0.015,0.0,2.0645757692586146
999,0.1,0.83,0.605,0.25,0.025,0.01,0.005,0.15,0.12,1.205,0.02,0.045,1.225,0.02,0.005,0.265,0.015,0.09,0.005,0.01,0.0,2.0679721641265445
